X,Y
1298.4928,786.47723
1961.2339,729.5128
1482.4209,1050.3124
1853.2761,1032.3236
477.81335,1101.2805
1271.5033,532.63586
1290.4958,924.391
1295.4939,826.4522
1948.239,1028.326
1318.485,546.62714
608.7622,704.52844
1288.4967,1050.3124
1274.5022,874.42224
549.7852,698.53217
1306.4896,966.3648
1947.2394,424.7033
537.7899,991.3491
1277.501,727.51404
1286.4974,1113.273
1352.4717,416.7083
635.75165,947.37665
1298.4928,461.6802
777.6962,507.6515
1067.583,319.7689
1257.5088,763.4916
2014.2133,575.609
1365.4667,446.68958
1941.2417,923.39166
1307.4893,954.37225
1242.5146,878.41974
1265.5056,726.5147
1808.2936,1033.3229
1771.3081,1178.2324
1230.5193,765.49036
1196.5326,808.4635
1274.5022,660.5559
1294.4944,1074.2974
1272.5029,953.3729
1269.5042,751.4991
1246.5131,608.5884
2062.1946,1142.2549
1946.2397,669.5503
1325.4822,769.48785
1286.4974,487.66394
1264.5061,696.53345
1325.4822,750.4997
1295.4939,650.56213
624.756,727.51404
1191.5345,567.614
2059.1956,1038.3198
552.78406,419.70645
1386.4584,889.4129
1280.4998,555.6215
1837.2823,808.4635
1921.2495,1053.3104
1338.4772,641.56775
1776.3062,928.38855
1284.4983,667.5515
1888.2625,1085.2904
1977.2277,907.4016
1293.4948,729.5128
1460.4296,1037.3204
1278.5006,706.52716
1235.5173,627.57654
1304.4905,748.501
1343.4752,747.5016
1328.4811,712.52344
843.6705,487.66394
1280.4998,808.4635
1303.4908,532.63586
1292.4951,445.6902
2034.2054,923.39166
1281.4994,897.4079
1249.512,883.4166
532.7919,698.53217
1220.5232,455.68396
1314.4866,850.43726
1167.544,1025.3279
1236.517,687.53906
1986.2241,434.69708
1444.4358,821.4553
1975.2284,693.5353
1248.5123,562.6171
1657.3527,447.68896
1278.5006,418.70706
1333.4791,939.38165
1144.5529,1094.2848
2013.2136,997.34546
671.7376,792.47345
1378.4615,998.34485
1187.5361,749.5003
678.73486,531.6365
1974.2289,752.4985
1333.4791,636.5709
1232.5186,793.47284
2134.1663,307.7764
869.6603,1103.2792
1283.4987,582.6046
1379.4612,1110.2749
1178.5397,420.7058
1294.4944,601.5928
1256.5092,432.69833
630.7536,965.3654
1231.5189,719.51904
1233.5182,461.6802
1279.5002,672.5484
1284.4983,519.644
1327.4814,479.66895
1881.2651,409.71268
1208.528,814.4597
1305.49,768.48846
1283.4987,778.48224
1290.4958,933.3854
1369.4651,894.4097
2050.1992,331.7614
1260.5076,705.52783
488.80905,638.56964
1213.526,921.3929
1252.5107,1054.3098
1945.2401,391.72394
770.699,1020.33105
1238.5162,991.3491
2052.1985,675.5466
685.7321,746.5022
1309.4885,718.5197
1325.4822,379.7314
1832.2843,594.5971
562.78015,1098.2823
1307.4893,792.47345
1255.5095,660.5559
1195.533,669.5503
1283.4987,750.4997
1200.531,722.5172
1248.5123,787.47656
1998.2195,761.4928
2139.1643,928.38855
622.7567,979.3567
1989.223,477.67023
1231.5189,824.4535
559.7813,452.68582
1388.4576,848.4385
2031.2065,497.6577
1261.5072,452.68582
636.7513,478.66962
1185.5369,707.52655
